Candidate_ID,Recruitment_Code,Department,Criterion,Criterion_Column,Bridge_Type,Beneficial,Crisp_Value,Mu,Nu,Pi,ESCO_Modifier,ESCO_Matched_Entity,ESCO_Match_Similarity,Cubic_Law_Check
62,SPSD0062,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.461538,0.27654645379476755,0.32263812861181124,0.9814116694824699,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000002
62,SPSD0062,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.230769,0.1779758821752201,0.5932537118136609,0.9227011495140369,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
62,SPSD0062,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.116809,0.7420908156458651,0.09814738384423964,0.8389035435960168,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
62,SPSD0062,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.63986,0.46947330577736696,0.26423923411787104,0.9575850175270333,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
75,SPSD0075,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.448276,0.3241841695896121,0.39899567851649237,0.9663506221483269,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
75,SPSD0075,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.576923,0.44589517039231197,0.32698989467237083,0.9569694160021198,0.37371603718092206,health education,0.7828549535238474,1.0
75,SPSD0075,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.0,0.0,1.0,0.0,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
75,SPSD0075,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.461538,0.33650176980856444,0.3925861271978888,0.9659861252052643,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999999
75,SPSD0075,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
75,SPSD0075,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.230769,0.1504865892806458,0.501622616378025,0.9547759980757927,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,0.9999999999999998
75,SPSD0075,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.230769,0.1779758821752201,0.5932537118136609,0.9227011495140369,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
75,SPSD0075,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.245726,0.5771611959147079,0.18802651559955338,0.9287397419809474,0.47601988565786313,accounting manager,0.6287761372105642,1.0
75,SPSD0075,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.22522,0.17423256105518145,0.5993779577938615,0.9202732073111082,0.47601988565786313,accounting manager,0.6287761372105642,1.0
100,SPSD0100,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.862069,0.7099482510764029,0.11359168723062696,0.8620886552324255,0.47601988565786313,accounting manager,0.6287761372105642,1.0
100,SPSD0100,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.346154,0.27112262795917513,0.512120171370531,0.9456898752868587,0.37371603718092206,health education,0.7828549535238474,1.0
100,SPSD0100,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.0,0.0,1.0,0.0,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
100,SPSD0100,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.230769,0.17939198827832833,0.5979740716271543,0.92067669275809,0.46115539785215776,composite materials,0.6735557526848028,1.0000000000000002
100,SPSD0100,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
100,SPSD0100,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.692308,0.4315947832330363,0.19181962658605617,0.9699554058596317,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000004
100,SPSD0100,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
100,SPSD0100,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.697293,0.22599656268964394,0.520588625923913,0.9462907314635484,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
100,SPSD0100,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.492947,0.35570838240914776,0.36588720983331996,0.9676337923515809,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000002
103,SPSD0103,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.068966,0.0612603785450436,0.8270088924731914,0.7572003244456206,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
103,SPSD0103,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.461538,0.35555958279651734,0.41482028364247003,0.9596138011151303,0.37371603718092206,health education,0.7828549535238474,0.9999999999999999
103,SPSD0103,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.461538,0.2701731033001045,0.3152025392257645,0.982689721023434,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
103,SPSD0103,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.230769,0.17939198827832833,0.5979740716271543,0.92067669275809,0.46115539785215776,composite materials,0.6735557526848028,1.0000000000000002
103,SPSD0103,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
103,SPSD0103,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.461538,0.27654645379476755,0.32263812861181124,0.9814116694824699,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000002
103,SPSD0103,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
103,SPSD0103,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.115385,0.7443585594839759,0.09709061273668043,0.8371341628181943,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000002
103,SPSD0103,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.336668,0.24857543899016327,0.4897645249807614,0.9536007824435773,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000002
120,SPSD0120,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.034483,0.032259914183977036,0.9032710484346186,0.6406868074563801,0.47601988565786313,accounting manager,0.6287761372105642,1.0
120,SPSD0120,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.461538,0.35555958279651734,0.41482028364247003,0.9596138011151303,0.37371603718092206,health education,0.7828549535238474,0.9999999999999999
120,SPSD0120,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.461538,0.2701731033001045,0.3152025392257645,0.982689721023434,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
120,SPSD0120,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.461538,0.33650176980856444,0.3925861271978888,0.9659861252052643,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999999
120,SPSD0120,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
120,SPSD0120,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.461538,0.27654645379476755,0.32263812861181124,0.9814116694824699,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000002
120,SPSD0120,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
120,SPSD0120,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.040242,0.8893673527237186,0.03729056804768273,0.6668054922103532,0.47601988565786313,accounting manager,0.6287761372105642,1.0
120,SPSD0120,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.776929,0.6017732510535099,0.17278047400181681,0.9193036601902878,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000002
137,SPSD0137,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.172414,0.13804116718500925,0.6625966417226736,0.8906299105777421,0.47601988565786313,accounting manager,0.6287761372105642,1.0
137,SPSD0137,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.230769,0.18805191956152134,0.6268405467642041,0.9073658669811878,0.37371603718092206,health education,0.7828549535238474,0.9999999999999998
137,SPSD0137,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.0,0.0,1.0,0.0,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
137,SPSD0137,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,1.0,1.0,0.0,0.0,0.46115539785215776,composite materials,0.6735557526848028,1.0
137,SPSD0137,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.230769,0.16395986029230453,0.5465335781344535,0.9406632134783021,0.6333863502453769,manage time,0.45826706219327873,1.0
137,SPSD0137,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.230769,0.1504865892806458,0.501622616378025,0.9547759980757927,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,0.9999999999999998
137,SPSD0137,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.230769,0.1779758821752201,0.5932537118136609,0.9227011495140369,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
137,SPSD0137,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.077635,0.8101064101364764,0.06818625072606327,0.776411580794112,0.47601988565786313,accounting manager,0.6287761372105642,1.0
137,SPSD0137,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.116318,0.09778324460032982,0.7428712078518256,0.838296763272309,0.47601988565786313,accounting manager,0.6287761372105642,1.0
147,SPSD0147,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.137931,0.11359168723062693,0.7099482510764029,0.8620886552324255,0.47601988565786313,accounting manager,0.6287761372105642,1.0
147,SPSD0147,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.230769,0.18805191956152134,0.6268405467642041,0.9073658669811878,0.37371603718092206,health education,0.7828549535238474,0.9999999999999998
147,SPSD0147,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.461538,0.2701731033001045,0.3152025392257645,0.982689721023434,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
147,SPSD0147,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.692308,0.5203955905746716,0.23128659506332705,0.9460402217278451,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999996
147,SPSD0147,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.692308,0.4724856169325751,0.20999330420162396,0.9601898281791981,0.6333863502453769,manage time,0.45826706219327873,1.0
147,SPSD0147,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.0,0.0,1.0,0.0,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0
147,SPSD0147,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
147,SPSD0147,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.123932,0.7309464320547008,0.10340253635266118,0.8473329960602846,0.47601988565786313,accounting manager,0.6287761372105642,1.0
147,SPSD0147,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.679247,0.5039777507153577,0.2379876178697927,0.950420394653935,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
195,SPSD0195,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.068966,0.0612603785450436,0.8270088924731914,0.7572003244456206,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
195,SPSD0195,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.692308,0.5478841078178559,0.24350369619113413,0.9364083076219342,0.37371603718092206,health education,0.7828549535238474,1.0000000000000002
195,SPSD0195,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.230769,0.14728169392483953,0.49093961797077695,0.9577312146720813,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
195,SPSD0195,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.692308,0.5203955905746716,0.23128659506332705,0.9460402217278451,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999996
195,SPSD0195,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,1.0,1.0,0.0,0.0,0.6333863502453769,manage time,0.45826706219327873,1.0
195,SPSD0195,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.692308,0.4315947832330363,0.19181962658605617,0.9699554058596317,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000004
195,SPSD0195,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
195,SPSD0195,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.117877,0.7403988743002918,0.09893858124762135,0.8402115311035535,0.47601988565786313,accounting manager,0.6287761372105642,1.0
195,SPSD0195,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.859403,0.7060759499541729,0.1155129320420185,0.8646589082397789,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999998
224,SPSD0224,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.344828,0.2540128868493223,0.4826236010499268,0.9550771859502755,0.47601988565786313,accounting manager,0.6287761372105642,0.9999999999999999
224,SPSD0224,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.730769,0.5859453074191547,0.2158748401502615,0.9239520031097612,0.37371603718092206,health education,0.7828549535238474,0.9999999999999998
224,SPSD0224,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.0,0.0,1.0,0.0,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
224,SPSD0224,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.230769,0.17939198827832833,0.5979740716271543,0.92067669275809,0.46115539785215776,composite materials,0.6735557526848028,1.0000000000000002
224,SPSD0224,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
224,SPSD0224,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.230769,0.1504865892806458,0.501622616378025,0.9547759980757927,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,0.9999999999999998
224,SPSD0224,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.3334411056588446,0.3890153457251034,0.9669376591597019,0.47601988565786313,accounting manager,0.6287761372105642,1.0000000000000004
224,SPSD0224,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.280627,0.5417079524901826,0.2113199655581492,0.9403832830638813,0.47601988565786313,accounting manager,0.6287761372105642,1.0
224,SPSD0224,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.165844,0.13344400743734522,0.6711917191330778,0.8858923522626111,0.47601988565786313,accounting manager,0.6287761372105642,1.0
249,SPSD0249,Accounting and Finance,Experience,PILLAR_Experience_NORM,contextual,True,0.0,0.0,1.0,0.0,0.47601988565786313,accounting manager,0.6287761372105642,1.0
249,SPSD0249,Accounting and Finance,Education,PILLAR_Education_NORM,skill,True,0.461538,0.35555958279651734,0.41482028364247003,0.9596138011151303,0.37371603718092206,health education,0.7828549535238474,0.9999999999999999
249,SPSD0249,Accounting and Finance,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.230769,0.14728169392483953,0.49093961797077695,0.9577312146720813,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
249,SPSD0249,Accounting and Finance,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.230769,0.17939198827832833,0.5979740716271543,0.92067669275809,0.46115539785215776,composite materials,0.6735557526848028,1.0000000000000002
249,SPSD0249,Accounting and Finance,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.461538,0.3038848588850923,0.35453299378379366,0.975180734502633,0.6333863502453769,manage time,0.45826706219327873,1.0
249,SPSD0249,Accounting and Finance,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.461538,0.27654645379476755,0.32263812861181124,0.9814116694824699,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000002
249,SPSD0249,Accounting and Finance,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.0,0.0,1.0,0.0,0.47601988565786313,accounting manager,0.6287761372105642,1.0
249,SPSD0249,Accounting and Finance,Salary Demand,Salary_NORM,contextual,False,0.086538,0.793519959034034,0.07517513614675514,0.7936562536477364,0.47601988565786313,accounting manager,0.6287761372105642,1.0
249,SPSD0249,Accounting and Finance,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.40289,0.29303018525360125,0.43429038674769255,0.9629537806534457,0.47601988565786313,accounting manager,0.6287761372105642,1.0
3,SPSD0003,Administrative and Financial Department,Experience,PILLAR_Experience_NORM,contextual,True,0.275862,0.19559510686878928,0.5134373327886818,0.9499227128494823,0.5890735853332105,department manager,0.5136580183334868,0.9999999999999998
3,SPSD0003,Administrative and Financial Department,Education,PILLAR_Education_NORM,skill,True,0.461538,0.35555958279651734,0.41482028364247003,0.9596138011151303,0.37371603718092206,health education,0.7828549535238474,0.9999999999999999
3,SPSD0003,Administrative and Financial Department,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.461538,0.2701731033001045,0.3152025392257645,0.982689721023434,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
3,SPSD0003,Administrative and Financial Department,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.692308,0.5203955905746716,0.23128659506332705,0.9460402217278451,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999996
3,SPSD0003,Administrative and Financial Department,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.230769,0.16395986029230453,0.5465335781344535,0.9406632134783021,0.6333863502453769,manage time,0.45826706219327873,1.0
3,SPSD0003,Administrative and Financial Department,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.692308,0.4315947832330363,0.19181962658605617,0.9699554058596317,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000004
3,SPSD0003,Administrative and Financial Department,Location Logistics,PILLAR_Location_Logistics_NORM,contextual,True,0.461538,0.31171126138862787,0.3636638136618075,0.9731586117810539,0.5890735853332105,department manager,0.5136580183334868,1.0000000000000002
3,SPSD0003,Administrative and Financial Department,Salary Demand,Salary_NORM,contextual,False,0.109687,0.7210343160665315,0.08883178278469442,0.8547326047554253,0.5890735853332105,department manager,0.5136580183334868,1.0
3,SPSD0003,Administrative and Financial Department,Smart AI Performance Criteria,Smart_AI_Performance_Criteria,contextual,True,0.294542,0.20707054726830726,0.49595498820136164,0.9543221223521584,0.5890735853332105,department manager,0.5136580183334868,1.0000000000000002
6,SPSD0006,Administrative and Financial Department,Experience,PILLAR_Experience_NORM,contextual,True,0.482759,0.32568649047429044,0.34894928115149065,0.9736321347776181,0.5890735853332105,department manager,0.5136580183334868,0.9999999999999998
6,SPSD0006,Administrative and Financial Department,Education,PILLAR_Education_NORM,skill,True,0.461538,0.35555958279651734,0.41482028364247003,0.9596138011151303,0.37371603718092206,health education,0.7828549535238474,0.9999999999999999
6,SPSD0006,Administrative and Financial Department,Technical Skills and Certifications,PILLAR_Technical_Skills_Certifications_NORM,skill,True,0.461538,0.2701731033001045,0.3152025392257645,0.982689721023434,0.8513442136006759,apply technical communication skills,0.5574591989974654,1.0
6,SPSD0006,Administrative and Financial Department,Psychological Composite,PILLAR_Psychological_Composite_NORM,skill,True,0.461538,0.33650176980856444,0.3925861271978888,0.9659861252052643,0.46115539785215776,composite materials,0.6735557526848028,0.9999999999999999
6,SPSD0006,Administrative and Financial Department,Adaptability and Time Management,PILLAR_Adaptability_TimeManagement_NORM,skill,True,0.230769,0.16395986029230453,0.5465335781344535,0.9406632134783021,0.6333863502453769,manage time,0.45826706219327873,1.0
6,SPSD0006,Administrative and Financial Department,Cultural Fit and Creativity,PILLAR_Cultural_Fit_Creativity_NORM,skill,True,0.461538,0.27654645379476755,0.32263812861181124,0.9814116694824699,0.8063254246544875,stimulate creativity in the team,0.40773594809581576,1.0000000000000002
